database,year,title,authors,type,journal_or_source,volume,issue,pages,doi,url,other_urls,query
Crossref,1947,Analogy and Contradiction: A Surrejoinder,Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,7,4,626,10.2307/2102988,https://doi.org/10.2307/2102988,,A. O. Lovejoy
Crossref,1917,On Some Conditions of Progress in Philosophical Inquiry,Arthur O. Lovejoy,journal-article,The Philosophical Review,26,2,123,10.2307/2178425,https://doi.org/10.2307/2178425,,A. O. Lovejoy
Crossref,1954,"Lovewell's Fight and Hawthorne's ""Roger Malvin's Burial""",David S. Lovejoy,journal-article,The New England Quarterly,27,4,527,10.2307/362120,https://doi.org/10.2307/362120,,A. O. Lovejoy
Crossref,1936,Primitivism and Related Ideas in Antiquity,George Depue Hadzsits; Arthur O. Lovejoy; George Boas,journal-article,The Classical Weekly,30,7,73,10.2307/4339823,https://doi.org/10.2307/4339823,,A. O. Lovejoy
Crossref,1941,Equity: Specific Performance of Contract to Lend Money,Robert C. Lovejoy,journal-article,Michigan Law Review,40,2,303,10.2307/1282729,https://doi.org/10.2307/1282729,,A. O. Lovejoy
Crossref,1968,Owen Lovejoy: Abolitionist in Congress,Larry Gara; Edward Magdol,journal-article,The American Historical Review,73,3,921,10.2307/1870843,https://doi.org/10.2307/1870843,,A. O. Lovejoy
Crossref,1937,Freedom of Speech,A. J. Carlson; A. O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,23,1,26,10.2307/40219811,https://doi.org/10.2307/40219811,,A. O. Lovejoy
Crossref,1930,The Dialectical Argument against Absolute Simultaneity. II,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,27,24,645,10.2307/2016326,https://doi.org/10.2307/2016326,,A. O. Lovejoy
Crossref,1950,Essays in the History of Ideas.,A. O. Aldridge; Arthur O. Lovejoy,journal-article,Modern Language Notes,65,8,545,10.2307/2909304,https://doi.org/10.2307/2909304,,A. O. Lovejoy
Crossref,1914,Reply to Professor Lovejoy,James H. Leuba,journal-article,The International Journal of Ethics,24,4,452-452,10.1086/intejethi.24.4.2376779,https://doi.org/10.1086/intejethi.24.4.2376779,,A. O. Lovejoy
Crossref,1968,"Labor Productivity in Italian Agriculture, 1951–1973",Robert M. Lovejoy,journal-article,ILR Review,21,4,570-580,10.1177/001979396802100406,https://doi.org/10.1177/001979396802100406,,A. O. Lovejoy
Crossref,1949,<i>Essays in the History of Ideas</i>. Arthur O. Lovejoy,Harry Levin,journal-article,Isis,40,1,85-87,10.1086/349023,https://doi.org/10.1086/349023,,A. O. Lovejoy
Crossref,1906,The Fundamental Concept of Primitive Philosophy,Arthur O. Lovejoy,journal-article,Monist,16,3,357-382,10.5840/monist190616324,https://doi.org/10.5840/monist190616324,,A. O. Lovejoy
Crossref,1938,The Relativity Paradoxes: A Footnote to the Lovejoy-McGilvary Controversy,Nathaniel H. Stevens,journal-article,The Philosophical Review,47,6,624,10.2307/2180705,https://doi.org/10.2307/2180705,,A. O. Lovejoy
Crossref,1962,Anomalous Quadrupole Coupling in Europium Ethylsulfate,B. R. Judd; C. A. Lovejoy; D. A. Shirley,journal-article,Physical Review,128,4,1733-1740,10.1103/physrev.128.1733,https://doi.org/10.1103/physrev.128.1733,,A. O. Lovejoy
Crossref,1911,William James as Philosopher,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,21,2,125-153,10.1086/intejethi.21.2.2377028,https://doi.org/10.1086/intejethi.21.2.2377028,,A. O. Lovejoy
Crossref,1963,<i>Reflections on Human Nature</i> by Arthur O. Lovejoy,James Doolittle,journal-article,South Atlantic Quarterly,62,1,148-149,10.1215/00382876-62-1-148,https://doi.org/10.1215/00382876-62-1-148,,A. O. Lovejoy
Crossref,1912,The Problem of Time in Recent French Philosophy. I.,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,1,11,10.2307/2177595,https://doi.org/10.2307/2177595,,A. O. Lovejoy
Crossref,1923,A Three Year Cycle for Social Work Conferences,O. R. Lovejoy,journal-article,Social Forces,1,2,129-130,10.2307/3004909,https://doi.org/10.2307/3004909,,A. O. Lovejoy
Crossref,1969,Letter to the Editor,Frederick H. Lovejoy; J. Roger Hollister; Thomas K. McInerny,journal-article,Pediatrics,43,6,1050-1050,10.1542/peds.43.6.1050,https://doi.org/10.1542/peds.43.6.1050,,A. O. Lovejoy
Crossref,1923,"The Supposed Primitivism of Rousseau's ""Discourse on Inequality""",Arthur O. Lovejoy,journal-article,Modern Philology,21,2,165-186,10.1086/387491,https://doi.org/10.1086/387491,,A. O. Lovejoy
Crossref,1967,"Samuel Hopkins: Religion, Slavery, and the Revolution",David S. Lovejoy,journal-article,The New England Quarterly,40,2,227,10.2307/363769,https://doi.org/10.2307/363769,,A. O. Lovejoy
Crossref,1916,On the Meaning of 'Romantic' in Early German Romanticism,A. O. Lovejoy,journal-article,Modern Language Notes,31,7,385,10.2307/2915437,https://doi.org/10.2307/2915437,,A. O. Lovejoy
Crossref,1904,The Philosophy of Hobbes.,Arthur O. Lovejoy; Frederick J. E. Woodbridge,journal-article,The Philosophical Review,13,3,385,10.2307/2176296,https://doi.org/10.2307/2176296,,A. O. Lovejoy
Crossref,1962,Cyclical Sensitivity of Public Utilities: 1947-59,Wallace F. Lovejoy; David A. Bowers,journal-article,Land Economics,38,4,327,10.2307/3144491,https://doi.org/10.2307/3144491,,A. O. Lovejoy
Crossref,1909,The Meaning of Φυσις in the Greek Physiologers,Arthur O. Lovejoy,journal-article,The Philosophical Review,18,4,369,10.2307/2177774,https://doi.org/10.2307/2177774,,A. O. Lovejoy
Crossref,1908,Pragmatism and Theology,Arthur O. Lovejoy,journal-article,The American Journal of Theology,12,1,116-143,10.1086/478735,https://doi.org/10.1086/478735,,A. O. Lovejoy
Crossref,1912,The Problem of Time in Recent French Philosophy,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,5,527,10.2307/2177176,https://doi.org/10.2307/2177176,,A. O. Lovejoy
Crossref,1963,"The Reason, the Understanding and Time",Paul Roubiczek; Arthur O. Lovejoy,journal-article,The Modern Language Review,58,2,292,10.2307/3721310,https://doi.org/10.2307/3721310,,A. O. Lovejoy
Crossref,1912,The Problem of Time in Recent French Philosophy. II.,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,3,322,10.2307/2177714,https://doi.org/10.2307/2177714,,A. O. Lovejoy
Crossref,1948,My Friend Lovejoy,William Pepperell Montague,journal-article,Journal of the History of Ideas,9,4,424,10.2307/2707215,https://doi.org/10.2307/2707215,,A. O. Lovejoy
Crossref,1930,The Dialectical Argument Against Absolute Simultaneity. I,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,27,23,617,10.2307/2016868,https://doi.org/10.2307/2016868,,A. O. Lovejoy
Crossref,1932,The First Gothic Revival and the Return to Nature,Arthur O. Lovejoy,journal-article,Modern Language Notes,47,7,419,10.2307/2913411,https://doi.org/10.2307/2913411,,A. O. Lovejoy
Crossref,1967,Infrared Spectrum of Germylacetylene,R. W. Lovejoy; D. R. Baker,journal-article,The Journal of Chemical Physics,46,2,658-665,10.1063/1.1840722,https://doi.org/10.1063/1.1840722,,A. O. Lovejoy
Crossref,1930,The Revolt against Dualism <i>By Arthur O. Lovejoy</i>,,journal-article,Parnassus,2,7,40-40,10.1080/15436314.1930.11666362,https://doi.org/10.1080/15436314.1930.11666362,,A. O. Lovejoy
Crossref,1923,State Land Policy in Michigan,P. S. Lovejoy,journal-article,Journal of Forestry,21,1,1-9,10.1093/jof/21.1.1,https://doi.org/10.1093/jof/21.1.1,,A. O. Lovejoy
Crossref,1965,An attention theory of discrimination learning,Elijah Lovejoy,journal-article,Journal of Mathematical Psychology,2,2,342-362,10.1016/0022-2496(65)90009-x,https://doi.org/10.1016/0022-2496(65)90009-x,,A. O. Lovejoy
Crossref,1938,The Great Chain of Being.,John Herman Randall; Arthur O. Lovejoy,journal-article,The Philosophical Review,47,2,214,10.2307/2180858,https://doi.org/10.2307/2180858,,A. O. Lovejoy
Crossref,1955,"Rhode Island, a Brief History",David S. Lovejoy; Earl C. Tanner,journal-article,The New England Quarterly,28,2,275,10.2307/362790,https://doi.org/10.2307/362790,,A. O. Lovejoy
Crossref,1910,Some New Saprophytic Fungi of the Middle Rocky Mountain Region,Ruth Harrison Lovejoy,journal-article,Botanical Gazette,50,5,383-385,10.1086/330381,https://doi.org/10.1086/330381,,A. O. Lovejoy
Crossref,1929,Anti-Evolution Laws and the Principle of Religious Neutrality,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,15,4,307,10.2307/40218129,https://doi.org/10.2307/40218129,,A. O. Lovejoy
Crossref,1921,Profit-Sharing and Industrial Peace,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,31,3,241-263,10.1086/intejethi.31.3.2377579,https://doi.org/10.1086/intejethi.31.3.2377579,,A. O. Lovejoy
Crossref,1927,Man and the State,Arthur O. Lovejoy; William Ernest Hocking,journal-article,The Yale Law Journal,36,5,723,10.2307/789801,https://doi.org/10.2307/789801,,A. O. Lovejoy
Crossref,1902,Religion and the Time-Process,Arthur O. Lovejoy,journal-article,The American Journal of Theology,6,3,439-472,10.1086/478108,https://doi.org/10.1086/478108,,A. O. Lovejoy
Crossref,1912,The Philosophy of John Norris of Bemerton.,A. O. Lovejoy; Flora Isabel MacKinnon,journal-article,The Philosophical Review,21,2,256,10.2307/2177365,https://doi.org/10.2307/2177365,,A. O. Lovejoy
Crossref,1937,The Freedom of the Teacher,Arthur O. Lovejoy; Howard K. Beale,journal-article,Bulletin of the American Association of University Professors,23,5,401,10.2307/40219896,https://doi.org/10.2307/40219896,,A. O. Lovejoy
Crossref,1924,Miscellany,C. A. Lovejoy,journal-article,The Boston Medical and Surgical Journal,190,26,1148-1148,10.1056/nejm192406261902621,https://doi.org/10.1056/nejm192406261902621,,A. O. Lovejoy
Crossref,1967,Acute Phenothiazine Toxicity in Childhood: A Five-Year Survey,J. M. GUPTA; F. H. LOVEJOY,journal-article,Pediatrics,39,5,771-774,10.1542/peds.39.5.771,https://doi.org/10.1542/peds.39.5.771,,A. O. Lovejoy
Crossref,1905,Abhandlungen der Fries'schen Schule.,Arthur O. Lovejoy; G. Hessenberg; K. Kaiser; Leonard Nelson,journal-article,The Philosophical Review,14,5,617,10.2307/2177498,https://doi.org/10.2307/2177498,,A. O. Lovejoy
Crossref,1963,Arthur O. Lovejoy and the History of Ideas,John Herman Randall,journal-article,Philosophy and Phenomenological Research,23,4,475,10.2307/2104513,https://doi.org/10.2307/2104513,,A. O. Lovejoy
Crossref,1919,Review of Lumber Industry Affairs,P. S. Lovejoy,journal-article,Journal of Forestry,17,3,245-259,10.1093/jof/17.3.245,https://doi.org/10.1093/jof/17.3.245,,A. O. Lovejoy
Crossref,1906,Abhandlungen der Fries'schen Schule.,Arthur O. Lovejoy; Gerhard Hessenberg; Karl Kaiser; Leonard Nelson,journal-article,The Philosophical Review,15,2,216,10.2307/2177744,https://doi.org/10.2307/2177744,,A. O. Lovejoy
Crossref,1967,Owen Lovejoy: Abolitionist in Congress,Louis Filler; Edward Magdol,journal-article,The Journal of American History,54,3,665,10.2307/2937459,https://doi.org/10.2307/2937459,,A. O. Lovejoy
Crossref,1968,"Legend Unending, Beginnings Unknown: P. S. Lovejoy on “Paul Bunyon”",,journal-article,Forest History Newsletter,11,4,37-38,10.2307/3982904,https://doi.org/10.2307/3982904,,A. O. Lovejoy
Crossref,1918,A STUDY OF SOUTHERN CALIFORNIA PLACE NAMES,ORA A. LOVEJOY,journal-article,Annual Publication of the Historical Society of Southern California,11,1,44-50,10.2307/41168758,https://doi.org/10.2307/41168758,,A. O. Lovejoy
Crossref,1946,A Note on Peirce's Evolutionism,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,7,3,351,10.2307/2707405,https://doi.org/10.2307/2707405,,A. O. Lovejoy
Crossref,1911,"Three Philosophical Poets--Lucretius, Dante, and Goethe.",A. O. Lovejoy; George Santayana,journal-article,Modern Language Notes,26,8,244,10.2307/2916804,https://doi.org/10.2307/2916804,,A. O. Lovejoy
Crossref,1933,Certain Samaritans,Nina D. Gage; Esther Pohl Lovejoy,journal-article,The American Journal of Nursing,33,10,1016,10.2307/3412870,https://doi.org/10.2307/3412870,,A. O. Lovejoy
Crossref,1925,Prolegomena to an Idealist Theory of Knowledge.,Arthur O. Lovejoy; Norman Kemp Smith,journal-article,The Philosophical Review,34,2,185,10.2307/2179466,https://doi.org/10.2307/2179466,,A. O. Lovejoy
Crossref,1959,Rhode Island Politics and the American Revolution: 1760-1776,Milton Cantor; David S. Lovejoy,journal-article,American Quarterly,11,3,431,10.2307/2710397,https://doi.org/10.2307/2710397,,A. O. Lovejoy
Crossref,1964,"""Cyclical Sensitivity of Public Utilities: 1947-59"": Rejoinder",Wallace F. Lovejoy; David A. Bowers,journal-article,Land Economics,40,3,338,10.2307/3144744,https://doi.org/10.2307/3144744,,A. O. Lovejoy
Crossref,1931,La Pensee de Jean-Jacques Rousseau; Essai d'interpretation nouvelle.,Arthur O. Lovejoy; Albert Schinz,journal-article,Modern Language Notes,46,1,41,10.2307/2913517,https://doi.org/10.2307/2913517,,A. O. Lovejoy
Crossref,1949,Counseling Youth for College,CLARENCE E. LOVEJOY,journal-article,Occupations: The Vocational Guidance Journal,27,6,381-386,10.1002/j.2164-5892.1949.tb01531.x,https://doi.org/10.1002/j.2164-5892.1949.tb01531.x,,A. O. Lovejoy
Crossref,1915,Conditions at the University of Utah,John Dewey; A. O. Lovejoy; Edwin R. A. Seligman,journal-article,Science,41,1062,685-685,10.1126/science.41.1062.685-a,https://doi.org/10.1126/science.41.1062.685-a,,A. O. Lovejoy
Crossref,1948,Autonomy and Necessity: A Rejoinder to Professor Lovejoy,A. C. Pegis,journal-article,Philosophy and Phenomenological Research,9,1,89,10.2307/2103853,https://doi.org/10.2307/2103853,,A. O. Lovejoy
Crossref,1955,SURFACE TENSION OF He<sup>3</sup>,D. R. LoveJoy,journal-article,Canadian Journal of Physics,33,2,49-53,10.1139/p55-008,https://doi.org/10.1139/p55-008,,A. O. Lovejoy
Crossref,1970,The Taxonomic Status of the 'Meganthropus' Mandibular Fragments from the Djetis Beds of Java,C. Owen Lovejoy,journal-article,Man,5,2,228,10.2307/2799649,https://doi.org/10.2307/2799649,,A. O. Lovejoy
Crossref,1952,On a Supposed Resurgence of Vicious Intellectualism,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,49,4,85,10.2307/2021577,https://doi.org/10.2307/2021577,,A. O. Lovejoy
Crossref,1937,<i>The Great Chain of Being</i>. Arthur O. Lovejoy,H. T. Davis,journal-article,Isis,27,1,111-114,10.1086/347235,https://doi.org/10.1086/347235,,A. O. Lovejoy
Crossref,1939,Communications: Professional Association or Trade Union?,George A. Coe; Auther O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,25,3,344,10.2307/40219344,https://doi.org/10.2307/40219344,,A. O. Lovejoy
Crossref,1917,On the Meaning of 'Romantic' in Early German Romanticism Part II,A. O. Lovejoy,journal-article,Modern Language Notes,32,2,65,10.2307/2915747,https://doi.org/10.2307/2915747,,A. O. Lovejoy
Crossref,1944,Reply to Professor Spitzer,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,5,2,204,10.2307/2707385,https://doi.org/10.2307/2707385,,A. O. Lovejoy
Crossref,1911,Book Review:A Beginner's History of Philosophy: Vol. II. Modern Philosophy. Herbert Ernest Cushman,Arthur O. Lovejoy,journal-article,Ethics,22,1,111,10.1086/206636,https://doi.org/10.1086/206636,,A. O. Lovejoy
Crossref,1942,The Communism of Saint Ambrose,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,3,4,458,10.2307/2707318,https://doi.org/10.2307/2707318,,A. O. Lovejoy
Crossref,1968,Owen Lovejoy: Abolitionist in Congress.,Bertram Wyatt-Brown; Edward Magdol,journal-article,The Journal of Southern History,34,1,123,10.2307/2205497,https://doi.org/10.2307/2205497,,A. O. Lovejoy
Crossref,1939,Communications: Professional Association or Trade Union?,George A. Coe; Auther O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,25,3,344,10.2307/40219344,https://doi.org/10.2307/40219344,,A. O. Lovejoy
Crossref,1917,On the Meaning of 'Romantic' in Early German Romanticism Part II,A. O. Lovejoy,journal-article,Modern Language Notes,32,2,65,10.2307/2915747,https://doi.org/10.2307/2915747,,A. O. Lovejoy
Crossref,1968,A Technique for Mist-Netting in the Forest Canopy,Philip S. Humphrey; David Bridge; Thomas E. Lovejoy,journal-article,Bird-Banding,39,1,43,10.2307/4511439,https://doi.org/10.2307/4511439,,A. O. Lovejoy
Crossref,1950,Essays in the History of Ideas,H. T. C.; Arthur O. Lovejoy,journal-article,The Journal of Philosophy,47,1,22,10.2307/2019435,https://doi.org/10.2307/2019435,,A. O. Lovejoy
Crossref,1915,CONDITIONS AT THE UNIVERSITY OF UTAH,J. Dewey; A. O. Lovejoy; E. R. A. Seligman,journal-article,Science,41,1062,685-685,10.1126/science.41.1062.685,https://doi.org/10.1126/science.41.1062.685,,A. O. Lovejoy
Crossref,1906,Leibniz's Hauptschriften zur Grundlegung der Philosophie.,Arthur O. Lovejoy; A. Buchenau; Ernst Cassirer,journal-article,The Philosophical Review,15,4,437,10.2307/2177901,https://doi.org/10.2307/2177901,,A. O. Lovejoy
Crossref,1936,Primitivism and Related Ideas in Antiquity.,Robert K. Merton; Arthur O. Lovejoy; George Boas,journal-article,American Sociological Review,1,1,156,10.2307/2083882,https://doi.org/10.2307/2083882,,A. O. Lovejoy
Crossref,1961,Which College for You?,Clarence E. Lovejoy,journal-article,The Journal of Higher Education,32,4,236-237,10.1080/00221546.1961.11777697,https://doi.org/10.1080/00221546.1961.11777697,,A. O. Lovejoy
Crossref,1908,The Theory of a Pre-Christian Cult of Jesus,Arthur O. Lovejoy,journal-article,Monist,18,4,597-609,10.5840/monist190818440,https://doi.org/10.5840/monist190818440,,A. O. Lovejoy
Crossref,1968,Cenozoic Crustal Movements in the Sierra Nevada: Discussion,EARL M. P. LOVEJOY,journal-article,Geological Society of America Bulletin,79,1,153,10.1130/0016-7606(1968)79[153:ccmits]2.0.co;2,https://doi.org/10.1130/0016-7606(1968)79[153:ccmits]2.0.co;2,,A. O. Lovejoy
Crossref,1949,Essays in the History of Ideas,Sidney Ratner; Arthur O. Lovejoy,journal-article,The American Historical Review,54,4,850,10.2307/1844306,https://doi.org/10.2307/1844306,,A. O. Lovejoy
Crossref,1911,L'espace et le Temps Chez Leibniz et Chez Kant.,A. O. Lovejoy; Emile Van Biema,journal-article,The Philosophical Review,20,3,313,10.2307/2177854,https://doi.org/10.2307/2177854,,A. O. Lovejoy
Crossref,1915,Conditions at the University of Utah,John Dewey; A. O. Lovejoy; Edwin R. A. Seligman,journal-article,Science,41,1062,685-685,10.1126/science.41.1062.685.a,https://doi.org/10.1126/science.41.1062.685.a,,A. O. Lovejoy
Crossref,1958,Hearing Conservation in New York State,H. T. Lovejoy,journal-article,American Industrial Hygiene Association Journal,19,5,392-394,10.1080/00028895809343615,https://doi.org/10.1080/00028895809343615,,A. O. Lovejoy
Crossref,1924,Facts First then Common Sense,P. S. Lovejoy,journal-article,Journal of Forestry,22,7,780-789,10.1093/jof/22.7.780,https://doi.org/10.1093/jof/22.7.780,,A. O. Lovejoy
Crossref,1948,A. O. Lovejoy as Teacher,Marjorie Nicolson,journal-article,Journal of the History of Ideas,9,4,428,10.2307/2707216,https://doi.org/10.2307/2707216,,A. O. Lovejoy
Crossref,1969,Attention in Discrimination Learning,Douglas H. Lawrence; Elijah Lovejoy,journal-article,The American Journal of Psychology,82,4,549,10.2307/1420450,https://doi.org/10.2307/1420450,,A. O. Lovejoy
Crossref,1937,Primitivism and Related Ideas in Antiquity.,George R. Havens; Arthur O. Lovejoy; George Boas,journal-article,Modern Language Notes,52,6,421,10.2307/2911724,https://doi.org/10.2307/2911724,,A. O. Lovejoy
Crossref,1936,"<i>A Documentary History of Primitwism and Related Ideas</i>. General Editors, <scp>Arthur O. Lovejoy, Gilbert Chinard, George Boas, Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>, <scp>Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>. With Supplementary Essays by <scp>W. F. Albright</scp> and <scp>P. E. Dumont</scp>. (Baltimore: Johns Hopkins Press. 1935. Pp. xv, 482. $5.00.)",R. K. Hack,journal-article,The American Historical Review,41,4,728-730,10.1086/ahr/41.4.728,https://doi.org/10.1086/ahr/41.4.728,,A. O. Lovejoy
Crossref,1951,Report on Quality Factors in Processed Vegetables,B M Gutterman; R D Lovejoy; L M Beacham,journal-article,Journal of AOAC INTERNATIONAL,34,2,231-232,10.1093/jaoac/34.2.231,https://doi.org/10.1093/jaoac/34.2.231,,A. O. Lovejoy
Crossref,1957,Clinical and Hemodynamic Studies of Myocardial Fibrosis,ROBERT E. NYE; FRANK W. LOVEJOY; PAUL N. YU,journal-article,Circulation,16,3,332-338,10.1161/01.cir.16.3.332,https://doi.org/10.1161/01.cir.16.3.332,,A. O. Lovejoy
Crossref,1909,<i>On the Interpretation of Empedocles</i>. Clara Elizabeth Millerd,Arthur O. Lovejoy,journal-article,Classical Philology,4,3,332-334,10.1086/359313,https://doi.org/10.1086/359313,,A. O. Lovejoy
Crossref,1933,Concepts and Contours in Land Utilization,P. S. Lovejoy,journal-article,Journal of Forestry,31,4,381-391,10.1093/jof/31.4.381,https://doi.org/10.1093/jof/31.4.381,,A. O. Lovejoy
Crossref,1916,The Cost of Forest Improvement Systems,P. S. Lovejoy,journal-article,Journal of Forestry,14,2,238-254,10.1093/jof/14.2.238,https://doi.org/10.1093/jof/14.2.238,,A. O. Lovejoy
Crossref,1940,Reflections on the History of Ideas,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,1,1,3,10.2307/2707007,https://doi.org/10.2307/2707007,,A. O. Lovejoy
Crossref,1916,"Meeting for Organization of the Association: New York, January, 1915",A. O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,2,1,14,10.2307/40216737,https://doi.org/10.2307/40216737,,A. O. Lovejoy
Crossref,1906,Les Notions d'Essence et d'Existence dans la Philosophie de Spinoza.,Arthur O. Lovejoy; Albert Rivaud,journal-article,The Philosophical Review,15,4,436,10.2307/2177900,https://doi.org/10.2307/2177900,,A. O. Lovejoy
Crossref,1922,The Length of Human Infancy in Eighteenth-Century Thought,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,19,14,381,10.2307/2939649,https://doi.org/10.2307/2939649,,A. O. Lovejoy
Crossref,1968,"Labor Productivity in Italian Agriculture, 1951-1973",Robert M. Lovejoy,journal-article,Industrial and Labor Relations Review,21,4,570,10.2307/2520758,https://doi.org/10.2307/2520758,,A. O. Lovejoy
Crossref,1913,The Practical Tendencies of Bergsonism. I,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,23,3,253-275,10.1086/intejethi.23.3.2376671,https://doi.org/10.1086/intejethi.23.3.2376671,,A. O. Lovejoy
Crossref,1911,Dogmatism and Evolution: Studies in Modern Philosophy.,Arthur O. Lovejoy; Theodore DeLaguna; Grace Andrus DeLaguna,journal-article,The Philosophical Review,20,5,535,10.2307/2177619,https://doi.org/10.2307/2177619,,A. O. Lovejoy
Crossref,1913,I.—SOME ANTECEDENTS OF THE PHILOSOPHY OF BERGSON,ARTHUR O. LOVEJOY,journal-article,Mind,XXII,10,465-483,10.1093/mind/xxii.10.465,https://doi.org/10.1093/mind/xxii.10.465,,A. O. Lovejoy
Crossref,1970,Religious Enthusiasm and the Great Awakening,Edwin S. Gaustad; David S. Lovejoy,journal-article,The New England Quarterly,43,2,328,10.2307/363261,https://doi.org/10.2307/363261,,A. O. Lovejoy
Crossref,1955,Henry Marchant and the Mistress of the World,David S. Lovejoy,journal-article,The William and Mary Quarterly,12,3,375,10.2307/1917100,https://doi.org/10.2307/1917100,,A. O. Lovejoy
Crossref,1916,Essai sur l'evolution des doctrines de M. Georges Sorel.,A. O. Lovejoy; Frederic D. Cheydleur,journal-article,Modern Language Notes,31,6,360,10.2307/2915726,https://doi.org/10.2307/2915726,,A. O. Lovejoy
Crossref,1922,"Time, Meaning and Transcendence--I. The Alleged Futurity of Yesterday",Arthur O. Lovejoy,journal-article,The Journal of Philosophy,19,19,505,10.2307/2939536,https://doi.org/10.2307/2939536,,A. O. Lovejoy
Crossref,1914,"Book Review:A Psychological Study of Religion: Its Origin, Function and Future. James H. Leuba",Arthur O. Lovejoy,journal-article,Ethics,24,2,216,10.1086/206807,https://doi.org/10.1086/206807,,A. O. Lovejoy
Crossref,1960,Integration and Competition in the Petroleum Industry,Wallace F. Lovejoy; Melvin G. de Chazeau; Alfred E. Kahn,journal-article,Land Economics,36,3,304,10.2307/3144506,https://doi.org/10.2307/3144506,,A. O. Lovejoy
Crossref,1907,<i>Qualitative Change in Pre-Socratic Philosophy</i>. W. A. Heidel,Arthur D. Lovejoy,journal-article,Classical Philology,2,4,490-490,10.1086/359103,https://doi.org/10.1086/359103,,A. O. Lovejoy
Crossref,1933,Academic Freedom and Tenure: Rollins College Report,Arthur O. Lovejoy; Austin S. Edwards,journal-article,Bulletin of the American Association of University Professors,19,7,416,10.2307/40218822,https://doi.org/10.2307/40218822,,A. O. Lovejoy
Crossref,1962,Elijah P. Lovejoy: Abolitionist Editor,Robert L. Bloom; Merton L. Dillon,journal-article,The Mississippi Valley Historical Review,49,1,136,10.2307/1889494,https://doi.org/10.2307/1889494,,A. O. Lovejoy
Crossref,1898,The Buddhistic technical terms upādāna and upādisesa,Arthur Oncken Lovejoy,journal-article,Journal of the American Oriental Society,19,,126,10.2307/592475,https://doi.org/10.2307/592475,,A. O. Lovejoy
Crossref,1949,Historiography and Evaluation: A Disclaimer,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,10,1,141,10.2307/2707206,https://doi.org/10.2307/2707206,,A. O. Lovejoy
Crossref,1946,Goldsmith and the Chain of Being,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,7,1,91,10.2307/2707270,https://doi.org/10.2307/2707270,,A. O. Lovejoy
Crossref,1961,"The Reason, the Understanding, and Time.",Daniel S. Robinson; Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,22,2,273,10.2307/2104855,https://doi.org/10.2307/2104855,,A. O. Lovejoy
Crossref,1965,Disequilibrium and Increasing Costs: A Study of Local Telephone Service,David A. Bowers; Wallace F. Lovejoy,journal-article,Land Economics,41,1,31,10.2307/3144887,https://doi.org/10.2307/3144887,,A. O. Lovejoy
Crossref,1963,In Memory of A. O. Lovejoy,Ludwig Edelstein,journal-article,Journal of the History of Ideas,24,4,451,10.2307/2707977,https://doi.org/10.2307/2707977,,A. O. Lovejoy
Crossref,1913,The Practical Tendencies of Bergsonism. II,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,23,4,419-443,10.1086/intejethi.23.4.2376914,https://doi.org/10.1086/intejethi.23.4.2376914,,A. O. Lovejoy
Crossref,1962,"Book Review:Essays on Petroleum Conservation Regulation. Wallace F. Lovejoy, James I. Pikl",Jesse Markham,journal-article,The Journal of Business,35,3,318,10.1086/294516,https://doi.org/10.1086/294516,,A. O. Lovejoy
Crossref,1962,Detection Limits in Radiation and Optical Pyrometry,D. R. Lovejoy,journal-article,Journal of the Optical Society of America,52,12,1387,10.1364/josa.52.001387,https://doi.org/10.1364/josa.52.001387,,A. O. Lovejoy
Crossref,1962,On Klemens and Lowenthal's Paper on Deviations from Matthiessen's Rule,RJ Berry; DR Lovejoy,journal-article,Australian Journal of Physics,15,3,441-443,10.1071/ph620441,https://doi.org/10.1071/ph620441,,A. O. Lovejoy
