database,year,title,authors,type,journal_or_source,volume,issue,pages,doi,url,other_urls,query
Crossref,1912,The Problem of Time in Recent French Philosophy. I.,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,1,11,10.2307/2177595,https://doi.org/10.2307/2177595,,Lovejoy primitivism
Crossref,1923,A Three Year Cycle for Social Work Conferences,O. R. Lovejoy,journal-article,Social Forces,1,2,129-130,10.2307/3004909,https://doi.org/10.2307/3004909,,Lovejoy primitivism
Crossref,1963,"The Reason, the Understanding and Time",Paul Roubiczek; Arthur O. Lovejoy,journal-article,The Modern Language Review,58,2,292,10.2307/3721310,https://doi.org/10.2307/3721310,,Lovejoy primitivism
Crossref,1967,Infrared Spectrum of Germylacetylene,R. W. Lovejoy; D. R. Baker,journal-article,The Journal of Chemical Physics,46,2,658-665,10.1063/1.1840722,https://doi.org/10.1063/1.1840722,,Lovejoy primitivism
Crossref,1912,The Problem of Time in Recent French Philosophy. II.,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,3,322,10.2307/2177714,https://doi.org/10.2307/2177714,,Lovejoy primitivism
Crossref,1948,My Friend Lovejoy,William Pepperell Montague,journal-article,Journal of the History of Ideas,9,4,424,10.2307/2707215,https://doi.org/10.2307/2707215,,Lovejoy primitivism
Crossref,1930,The Dialectical Argument Against Absolute Simultaneity. I,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,27,23,617,10.2307/2016868,https://doi.org/10.2307/2016868,,Lovejoy primitivism
Crossref,1932,The First Gothic Revival and the Return to Nature,Arthur O. Lovejoy,journal-article,Modern Language Notes,47,7,419,10.2307/2913411,https://doi.org/10.2307/2913411,,Lovejoy primitivism
Crossref,1904,The Philosophy of Hobbes.,Arthur O. Lovejoy; Frederick J. E. Woodbridge,journal-article,The Philosophical Review,13,3,385,10.2307/2176296,https://doi.org/10.2307/2176296,,Lovejoy primitivism
Crossref,1962,Cyclical Sensitivity of Public Utilities: 1947-59,Wallace F. Lovejoy; David A. Bowers,journal-article,Land Economics,38,4,327,10.2307/3144491,https://doi.org/10.2307/3144491,,Lovejoy primitivism
Crossref,1909,The Meaning of Φυσις in the Greek Physiologers,Arthur O. Lovejoy,journal-article,The Philosophical Review,18,4,369,10.2307/2177774,https://doi.org/10.2307/2177774,,Lovejoy primitivism
Crossref,1938,The Great Chain of Being.,John Herman Randall; Arthur O. Lovejoy,journal-article,The Philosophical Review,47,2,214,10.2307/2180858,https://doi.org/10.2307/2180858,,Lovejoy primitivism
Crossref,1930,The Revolt against Dualism <i>By Arthur O. Lovejoy</i>,,journal-article,Parnassus,2,7,40-40,10.1080/15436314.1930.11666362,https://doi.org/10.1080/15436314.1930.11666362,,Lovejoy primitivism
Crossref,1923,State Land Policy in Michigan,P. S. Lovejoy,journal-article,Journal of Forestry,21,1,1-9,10.1093/jof/21.1.1,https://doi.org/10.1093/jof/21.1.1,,Lovejoy primitivism
Crossref,1965,An attention theory of discrimination learning,Elijah Lovejoy,journal-article,Journal of Mathematical Psychology,2,2,342-362,10.1016/0022-2496(65)90009-x,https://doi.org/10.1016/0022-2496(65)90009-x,,Lovejoy primitivism
Crossref,1929,Anti-Evolution Laws and the Principle of Religious Neutrality,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,15,4,307,10.2307/40218129,https://doi.org/10.2307/40218129,,Lovejoy primitivism
Crossref,1910,Some New Saprophytic Fungi of the Middle Rocky Mountain Region,Ruth Harrison Lovejoy,journal-article,Botanical Gazette,50,5,383-385,10.1086/330381,https://doi.org/10.1086/330381,,Lovejoy primitivism
Crossref,1927,Man and the State,Arthur O. Lovejoy; William Ernest Hocking,journal-article,The Yale Law Journal,36,5,723,10.2307/789801,https://doi.org/10.2307/789801,,Lovejoy primitivism
Crossref,1955,"Rhode Island, a Brief History",David S. Lovejoy; Earl C. Tanner,journal-article,The New England Quarterly,28,2,275,10.2307/362790,https://doi.org/10.2307/362790,,Lovejoy primitivism
Crossref,1937,The Freedom of the Teacher,Arthur O. Lovejoy; Howard K. Beale,journal-article,Bulletin of the American Association of University Professors,23,5,401,10.2307/40219896,https://doi.org/10.2307/40219896,,Lovejoy primitivism
Crossref,1924,Miscellany,C. A. Lovejoy,journal-article,The Boston Medical and Surgical Journal,190,26,1148-1148,10.1056/nejm192406261902621,https://doi.org/10.1056/nejm192406261902621,,Lovejoy primitivism
Crossref,1967,Acute Phenothiazine Toxicity in Childhood: A Five-Year Survey,J. M. GUPTA; F. H. LOVEJOY,journal-article,Pediatrics,39,5,771-774,10.1542/peds.39.5.771,https://doi.org/10.1542/peds.39.5.771,,Lovejoy primitivism
Crossref,1921,Profit-Sharing and Industrial Peace,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,31,3,241-263,10.1086/intejethi.31.3.2377579,https://doi.org/10.1086/intejethi.31.3.2377579,,Lovejoy primitivism
Crossref,1905,Abhandlungen der Fries'schen Schule.,Arthur O. Lovejoy; G. Hessenberg; K. Kaiser; Leonard Nelson,journal-article,The Philosophical Review,14,5,617,10.2307/2177498,https://doi.org/10.2307/2177498,,Lovejoy primitivism
Crossref,1906,Abhandlungen der Fries'schen Schule.,Arthur O. Lovejoy; Gerhard Hessenberg; Karl Kaiser; Leonard Nelson,journal-article,The Philosophical Review,15,2,216,10.2307/2177744,https://doi.org/10.2307/2177744,,Lovejoy primitivism
Crossref,1967,Owen Lovejoy: Abolitionist in Congress,Louis Filler; Edward Magdol,journal-article,The Journal of American History,54,3,665,10.2307/2937459,https://doi.org/10.2307/2937459,,Lovejoy primitivism
Crossref,1968,"Legend Unending, Beginnings Unknown: P. S. Lovejoy on “Paul Bunyon”",,journal-article,Forest History Newsletter,11,4,37-38,10.2307/3982904,https://doi.org/10.2307/3982904,,Lovejoy primitivism
Crossref,1902,Religion and the Time-Process,Arthur O. Lovejoy,journal-article,The American Journal of Theology,6,3,439-472,10.1086/478108,https://doi.org/10.1086/478108,,Lovejoy primitivism
Crossref,1912,The Philosophy of John Norris of Bemerton.,A. O. Lovejoy; Flora Isabel MacKinnon,journal-article,The Philosophical Review,21,2,256,10.2307/2177365,https://doi.org/10.2307/2177365,,Lovejoy primitivism
Crossref,1911,"Three Philosophical Poets--Lucretius, Dante, and Goethe.",A. O. Lovejoy; George Santayana,journal-article,Modern Language Notes,26,8,244,10.2307/2916804,https://doi.org/10.2307/2916804,,Lovejoy primitivism
Crossref,1933,Certain Samaritans,Nina D. Gage; Esther Pohl Lovejoy,journal-article,The American Journal of Nursing,33,10,1016,10.2307/3412870,https://doi.org/10.2307/3412870,,Lovejoy primitivism
Crossref,1963,Arthur O. Lovejoy and the History of Ideas,John Herman Randall,journal-article,Philosophy and Phenomenological Research,23,4,475,10.2307/2104513,https://doi.org/10.2307/2104513,,Lovejoy primitivism
Crossref,1919,Review of Lumber Industry Affairs,P. S. Lovejoy,journal-article,Journal of Forestry,17,3,245-259,10.1093/jof/17.3.245,https://doi.org/10.1093/jof/17.3.245,,Lovejoy primitivism
Crossref,1918,A STUDY OF SOUTHERN CALIFORNIA PLACE NAMES,ORA A. LOVEJOY,journal-article,Annual Publication of the Historical Society of Southern California,11,1,44-50,10.2307/41168758,https://doi.org/10.2307/41168758,,Lovejoy primitivism
Crossref,1946,A Note on Peirce's Evolutionism,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,7,3,351,10.2307/2707405,https://doi.org/10.2307/2707405,,Lovejoy primitivism
Crossref,1925,Prolegomena to an Idealist Theory of Knowledge.,Arthur O. Lovejoy; Norman Kemp Smith,journal-article,The Philosophical Review,34,2,185,10.2307/2179466,https://doi.org/10.2307/2179466,,Lovejoy primitivism
Crossref,1959,Rhode Island Politics and the American Revolution: 1760-1776,Milton Cantor; David S. Lovejoy,journal-article,American Quarterly,11,3,431,10.2307/2710397,https://doi.org/10.2307/2710397,,Lovejoy primitivism
Crossref,1964,"""Cyclical Sensitivity of Public Utilities: 1947-59"": Rejoinder",Wallace F. Lovejoy; David A. Bowers,journal-article,Land Economics,40,3,338,10.2307/3144744,https://doi.org/10.2307/3144744,,Lovejoy primitivism
Crossref,1931,La Pensee de Jean-Jacques Rousseau; Essai d'interpretation nouvelle.,Arthur O. Lovejoy; Albert Schinz,journal-article,Modern Language Notes,46,1,41,10.2307/2913517,https://doi.org/10.2307/2913517,,Lovejoy primitivism
Crossref,1952,On a Supposed Resurgence of Vicious Intellectualism,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,49,4,85,10.2307/2021577,https://doi.org/10.2307/2021577,,Lovejoy primitivism
Crossref,1937,<i>The Great Chain of Being</i>. Arthur O. Lovejoy,H. T. Davis,journal-article,Isis,27,1,111-114,10.1086/347235,https://doi.org/10.1086/347235,,Lovejoy primitivism
Crossref,1949,Counseling Youth for College,CLARENCE E. LOVEJOY,journal-article,Occupations: The Vocational Guidance Journal,27,6,381-386,10.1002/j.2164-5892.1949.tb01531.x,https://doi.org/10.1002/j.2164-5892.1949.tb01531.x,,Lovejoy primitivism
Crossref,1915,Conditions at the University of Utah,John Dewey; A. O. Lovejoy; Edwin R. A. Seligman,journal-article,Science,41,1062,685-685,10.1126/science.41.1062.685-a,https://doi.org/10.1126/science.41.1062.685-a,,Lovejoy primitivism
Crossref,1948,Autonomy and Necessity: A Rejoinder to Professor Lovejoy,A. C. Pegis,journal-article,Philosophy and Phenomenological Research,9,1,89,10.2307/2103853,https://doi.org/10.2307/2103853,,Lovejoy primitivism
Crossref,1970,The Taxonomic Status of the 'Meganthropus' Mandibular Fragments from the Djetis Beds of Java,C. Owen Lovejoy,journal-article,Man,5,2,228,10.2307/2799649,https://doi.org/10.2307/2799649,,Lovejoy primitivism
Crossref,1955,SURFACE TENSION OF He<sup>3</sup>,D. R. LoveJoy,journal-article,Canadian Journal of Physics,33,2,49-53,10.1139/p55-008,https://doi.org/10.1139/p55-008,,Lovejoy primitivism
Crossref,1944,Reply to Professor Spitzer,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,5,2,204,10.2307/2707385,https://doi.org/10.2307/2707385,,Lovejoy primitivism
Crossref,1939,Communications: Professional Association or Trade Union?,George A. Coe; Auther O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,25,3,344,10.2307/40219344,https://doi.org/10.2307/40219344,,Lovejoy primitivism
Crossref,1917,On the Meaning of 'Romantic' in Early German Romanticism Part II,A. O. Lovejoy,journal-article,Modern Language Notes,32,2,65,10.2307/2915747,https://doi.org/10.2307/2915747,,Lovejoy primitivism
Crossref,1968,A Technique for Mist-Netting in the Forest Canopy,Philip S. Humphrey; David Bridge; Thomas E. Lovejoy,journal-article,Bird-Banding,39,1,43,10.2307/4511439,https://doi.org/10.2307/4511439,,Lovejoy primitivism
Crossref,1922,"Time, Meaning and Transcendence--II.: Professor Dewey's Tertium Quid",Arthur O. Lovejoy,journal-article,The Journal of Philosophy,19,20,533,10.2307/2939326,https://doi.org/10.2307/2939326,,Lovejoy primitivism
Crossref,1952,In Defense of Individualistic Empiricism: Rejoinder to Mr. Lowe,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,49,4,111,10.2307/2021580,https://doi.org/10.2307/2021580,,Lovejoy primitivism
Crossref,1950,Essays in the History of Ideas,H. T. C.; Arthur O. Lovejoy,journal-article,The Journal of Philosophy,47,1,22,10.2307/2019435,https://doi.org/10.2307/2019435,,Lovejoy primitivism
Crossref,1911,Book Review:A Beginner's History of Philosophy: Vol. II. Modern Philosophy. Herbert Ernest Cushman,Arthur O. Lovejoy,journal-article,Ethics,22,1,111,10.1086/206636,https://doi.org/10.1086/206636,,Lovejoy primitivism
Crossref,1942,The Communism of Saint Ambrose,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,3,4,458,10.2307/2707318,https://doi.org/10.2307/2707318,,Lovejoy primitivism
Crossref,1968,Owen Lovejoy: Abolitionist in Congress.,Bertram Wyatt-Brown; Edward Magdol,journal-article,The Journal of Southern History,34,1,123,10.2307/2205497,https://doi.org/10.2307/2205497,,Lovejoy primitivism
Crossref,1915,CONDITIONS AT THE UNIVERSITY OF UTAH,J. Dewey; A. O. Lovejoy; E. R. A. Seligman,journal-article,Science,41,1062,685-685,10.1126/science.41.1062.685,https://doi.org/10.1126/science.41.1062.685,,Lovejoy primitivism
Crossref,1935,<i>Primitivism and the Idea of Progress in English Popular Literature of the Eighteenth Century</i>. Lois Whitney,Moody E. Prior,journal-article,Modern Philology,33,1,99-101,10.1086/388179,https://doi.org/10.1086/388179,,Lovejoy primitivism
Crossref,1961,Which College for You?,Clarence E. Lovejoy,journal-article,The Journal of Higher Education,32,4,236-237,10.1080/00221546.1961.11777697,https://doi.org/10.1080/00221546.1961.11777697,,Lovejoy primitivism
Crossref,1908,The Theory of a Pre-Christian Cult of Jesus,Arthur O. Lovejoy,journal-article,Monist,18,4,597-609,10.5840/monist190818440,https://doi.org/10.5840/monist190818440,,Lovejoy primitivism
Crossref,1968,Cenozoic Crustal Movements in the Sierra Nevada: Discussion,EARL M. P. LOVEJOY,journal-article,Geological Society of America Bulletin,79,1,153,10.1130/0016-7606(1968)79[153:ccmits]2.0.co;2,https://doi.org/10.1130/0016-7606(1968)79[153:ccmits]2.0.co;2,,Lovejoy primitivism
Crossref,1906,Leibniz's Hauptschriften zur Grundlegung der Philosophie.,Arthur O. Lovejoy; A. Buchenau; Ernst Cassirer,journal-article,The Philosophical Review,15,4,437,10.2307/2177901,https://doi.org/10.2307/2177901,,Lovejoy primitivism
Crossref,1949,Essays in the History of Ideas,Sidney Ratner; Arthur O. Lovejoy,journal-article,The American Historical Review,54,4,850,10.2307/1844306,https://doi.org/10.2307/1844306,,Lovejoy primitivism
Crossref,1911,L'espace et le Temps Chez Leibniz et Chez Kant.,A. O. Lovejoy; Emile Van Biema,journal-article,The Philosophical Review,20,3,313,10.2307/2177854,https://doi.org/10.2307/2177854,,Lovejoy primitivism
Crossref,1948,A. O. Lovejoy as Teacher,Marjorie Nicolson,journal-article,Journal of the History of Ideas,9,4,428,10.2307/2707216,https://doi.org/10.2307/2707216,,Lovejoy primitivism
Crossref,1969,Attention in Discrimination Learning,Douglas H. Lawrence; Elijah Lovejoy,journal-article,The American Journal of Psychology,82,4,549,10.2307/1420450,https://doi.org/10.2307/1420450,,Lovejoy primitivism
Crossref,1933,Concepts and Contours in Land Utilization,P. S. Lovejoy,journal-article,Journal of Forestry,31,4,381-391,10.1093/jof/31.4.381,https://doi.org/10.1093/jof/31.4.381,,Lovejoy primitivism
Crossref,1915,Conditions at the University of Utah,John Dewey; A. O. Lovejoy; Edwin R. A. Seligman,journal-article,Science,41,1062,685-685,10.1126/science.41.1062.685.a,https://doi.org/10.1126/science.41.1062.685.a,,Lovejoy primitivism
Crossref,1958,Hearing Conservation in New York State,H. T. Lovejoy,journal-article,American Industrial Hygiene Association Journal,19,5,392-394,10.1080/00028895809343615,https://doi.org/10.1080/00028895809343615,,Lovejoy primitivism
Crossref,1924,Facts First then Common Sense,P. S. Lovejoy,journal-article,Journal of Forestry,22,7,780-789,10.1093/jof/22.7.780,https://doi.org/10.1093/jof/22.7.780,,Lovejoy primitivism
Crossref,1936,"<i>A Documentary History of Primitwism and Related Ideas</i>. General Editors, <scp>Arthur O. Lovejoy, Gilbert Chinard, George Boas, Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>, <scp>Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>. With Supplementary Essays by <scp>W. F. Albright</scp> and <scp>P. E. Dumont</scp>. (Baltimore: Johns Hopkins Press. 1935. Pp. xv, 482. $5.00.)",R. K. Hack,journal-article,The American Historical Review,41,4,728-730,10.1086/ahr/41.4.728,https://doi.org/10.1086/ahr/41.4.728,,Lovejoy primitivism
Crossref,1951,Report on Quality Factors in Processed Vegetables,B M Gutterman; R D Lovejoy; L M Beacham,journal-article,Journal of AOAC INTERNATIONAL,34,2,231-232,10.1093/jaoac/34.2.231,https://doi.org/10.1093/jaoac/34.2.231,,Lovejoy primitivism
Crossref,1957,Clinical and Hemodynamic Studies of Myocardial Fibrosis,ROBERT E. NYE; FRANK W. LOVEJOY; PAUL N. YU,journal-article,Circulation,16,3,332-338,10.1161/01.cir.16.3.332,https://doi.org/10.1161/01.cir.16.3.332,,Lovejoy primitivism
Crossref,1909,<i>On the Interpretation of Empedocles</i>. Clara Elizabeth Millerd,Arthur O. Lovejoy,journal-article,Classical Philology,4,3,332-334,10.1086/359313,https://doi.org/10.1086/359313,,Lovejoy primitivism
Crossref,1916,The Cost of Forest Improvement Systems,P. S. Lovejoy,journal-article,Journal of Forestry,14,2,238-254,10.1093/jof/14.2.238,https://doi.org/10.1093/jof/14.2.238,,Lovejoy primitivism
Crossref,1906,Les Notions d'Essence et d'Existence dans la Philosophie de Spinoza.,Arthur O. Lovejoy; Albert Rivaud,journal-article,The Philosophical Review,15,4,436,10.2307/2177900,https://doi.org/10.2307/2177900,,Lovejoy primitivism
Crossref,1916,"Meeting for Organization of the Association: New York, January, 1915",A. O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,2,1,14,10.2307/40216737,https://doi.org/10.2307/40216737,,Lovejoy primitivism
Crossref,1922,The Length of Human Infancy in Eighteenth-Century Thought,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,19,14,381,10.2307/2939649,https://doi.org/10.2307/2939649,,Lovejoy primitivism
Crossref,1968,"Labor Productivity in Italian Agriculture, 1951-1973",Robert M. Lovejoy,journal-article,Industrial and Labor Relations Review,21,4,570,10.2307/2520758,https://doi.org/10.2307/2520758,,Lovejoy primitivism
Crossref,1913,The Practical Tendencies of Bergsonism. I,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,23,3,253-275,10.1086/intejethi.23.3.2376671,https://doi.org/10.1086/intejethi.23.3.2376671,,Lovejoy primitivism
Crossref,1911,Dogmatism and Evolution: Studies in Modern Philosophy.,Arthur O. Lovejoy; Theodore DeLaguna; Grace Andrus DeLaguna,journal-article,The Philosophical Review,20,5,535,10.2307/2177619,https://doi.org/10.2307/2177619,,Lovejoy primitivism
Crossref,1913,I.—SOME ANTECEDENTS OF THE PHILOSOPHY OF BERGSON,ARTHUR O. LOVEJOY,journal-article,Mind,XXII,10,465-483,10.1093/mind/xxii.10.465,https://doi.org/10.1093/mind/xxii.10.465,,Lovejoy primitivism
Crossref,1940,Reflections on the History of Ideas,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,1,1,3,10.2307/2707007,https://doi.org/10.2307/2707007,,Lovejoy primitivism
Crossref,1953,"The Archeology of World Religions: The Background of Primitivism, Zoroastrianism, Hinduism, Jainism, Buddhism, Confucianism, Taoism, Shinto, Islam, and Sikhism",Joseph M. Kitagawa; Jack Finegan,journal-article,The American Historical Review,58,3,577,10.2307/1843951,https://doi.org/10.2307/1843951,,Lovejoy primitivism
Crossref,1914,"Book Review:A Psychological Study of Religion: Its Origin, Function and Future. James H. Leuba",Arthur O. Lovejoy,journal-article,Ethics,24,2,216,10.1086/206807,https://doi.org/10.1086/206807,,Lovejoy primitivism
Crossref,1960,Integration and Competition in the Petroleum Industry,Wallace F. Lovejoy; Melvin G. de Chazeau; Alfred E. Kahn,journal-article,Land Economics,36,3,304,10.2307/3144506,https://doi.org/10.2307/3144506,,Lovejoy primitivism
OpenAlex,1936,"<i>A Documentary History of Primitivism and Related Ideas. Volume I: Primitivism and Related Ideas in Antiquity</i>. Arthur O. Lovejoy , George Boas",George Sarton,article,Isis,,,,https://doi.org/10.1086/347079,https://openalex.org/W2078051090,https://doi.org/10.1086/347079,Lovejoy related ideas
OpenAlex,1936,"<i>A Documentary History of Primitwism and Related Ideas</i>. General Editors, <scp>Arthur O. Lovejoy, Gilbert Chinard, George Boas, Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>, <scp>Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>. With Supplementary Essays by <scp>W. F. Albright</scp> and <scp>P. E. Dumont</scp>. (Baltimore: Johns Hopkins Press. 1935. Pp. xv, 482. $5.00.)",R. K. Hack,article,The American Historical Review,,,,https://doi.org/10.1086/ahr/41.4.728,https://openalex.org/W4242587055,https://doi.org/10.1086/ahr/41.4.728,Lovejoy related ideas
OpenAlex,1935,"A documentary history of primitivism and related ideas General editors Arthur O. Lovejoy, Gilbert Chinard, George Boas, Ronald S. Crane","Lovejoy, Arthur O. 1873-1962",article,,,,,,https://openalex.org/W7113132094,,Lovejoy related ideas
OpenAlex,1936,"The Noble Savage - A. O. Lovejoy and G. Boas: Primitivism and Related Ideas in Antiquity. With supplementary papers by W. F. Allright and P.-E. Dumont. Pp. xiii + 482. Baltimore: Johns Hopkins Press (London: Milford), 1935. Cloth, $5 or 22s. 6d.",A. W. Gomme,article,The Classical Review,,,,https://doi.org/10.1017/s0009840x0007623x,https://openalex.org/W1974519719,https://doi.org/10.1017/s0009840x0007623x,Lovejoy related ideas
OpenAlex,1936,"Primitivism and Related Ideas in Antiquity. By Arthur O. Lovejoy and George Boas. With supplementary essays by W. F. Albright and P. E. Dumont. (Baltimore: Johns Hopkins Press; London: Oxford University Press, Humphrey Milford. 1935. Pp. xv + 482. Price $5; 22s.)",J. R. de la H. Marett,article,Philosophy,,,,https://doi.org/10.1017/s0031819100033878,https://openalex.org/W2108917390,https://doi.org/10.1017/s0031819100033878,Lovejoy related ideas
OpenAlex,1914,Forty years' experience of a practical hog man; a practical book for the pure bred swine breeder and farmer. Written from actual experience of forty years in successfully handling a large herd of pure bred hogs,Andrew James Lovejoy,book,Biodiversity Heritage Library (Smithsonian Institution),,,,https://doi.org/10.5962/bhl.title.56192,https://openalex.org/W4234832402,https://doi.org/10.5962/bhl.title.56192; https://www.biodiversitylibrary.org/bibliography/56192; https://www.biodiversitylibrary.org/item/116939; https://www.biodiversitylibrary.org/item/93082,Lovejoy related ideas
OpenAlex,1961,Gas Conservation and Public Utility Regulation in Our National Fuels Policy,Wallace F. Lovejoy,article,Natural resources journal; UNM’s Digital Repository (University of New Mexico),,,,,https://openalex.org/W2793706390,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=3949&context=nrj; https://digitalrepository.unm.edu/nrj/vol1/iss2/5,Lovejoy related ideas
OpenAlex,1912,Sal vet swine book,F. D. Coburn; Robert. Evans; Ann Lovejoy; Elliott Stone,book,Biodiversity Heritage Library (Smithsonian Institution),,,,https://doi.org/10.5962/bhl.title.43687,https://openalex.org/W2481176577,https://doi.org/10.5962/bhl.title.43687; https://www.biodiversitylibrary.org/item/94799,Lovejoy related ideas
Crossref,1936,"<i>A Documentary History of Primitivism and Related Ideas. Volume I: Primitivism and Related Ideas in Antiquity</i>. Arthur O. Lovejoy , George Boas",George Sarton,journal-article,Isis,25,1,169-172,10.1086/347079,https://doi.org/10.1086/347079,,Lovejoy related ideas
Crossref,1936,Primitivism and Related Ideas in Antiquity,George Depue Hadzsits; Arthur O. Lovejoy; George Boas,journal-article,The Classical Weekly,30,7,73,10.2307/4339823,https://doi.org/10.2307/4339823,,Lovejoy related ideas
Crossref,1936,"A Documentary History of Primitivism and Related Ideas. Volume I, Primitivism and Related Ideas in Antiquity",R. K. Hack; Arthur O. Lovejoy; Gilbert Chinard; George Boas; Ronald S. Crane,journal-article,The American Historical Review,41,4,728,10.2307/1842611,https://doi.org/10.2307/1842611,,Lovejoy related ideas
Crossref,1936,Primitivism and Related Ideas in Antiquity.,Robert K. Merton; Arthur O. Lovejoy; George Boas,journal-article,American Sociological Review,1,1,156,10.2307/2083882,https://doi.org/10.2307/2083882,,Lovejoy related ideas
Crossref,1937,Primitivism and Related Ideas in Antiquity.,George R. Havens; Arthur O. Lovejoy; George Boas,journal-article,Modern Language Notes,52,6,421,10.2307/2911724,https://doi.org/10.2307/2911724,,Lovejoy related ideas
Crossref,1936,"<i>A Documentary History of Primitwism and Related Ideas</i>. General Editors, <scp>Arthur O. Lovejoy, Gilbert Chinard, George Boas, Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>, <scp>Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>. With Supplementary Essays by <scp>W. F. Albright</scp> and <scp>P. E. Dumont</scp>. (Baltimore: Johns Hopkins Press. 1935. Pp. xv, 482. $5.00.)",R. K. Hack,journal-article,The American Historical Review,41,4,728-730,10.1086/ahr/41.4.728,https://doi.org/10.1086/ahr/41.4.728,,Lovejoy related ideas
Crossref,1936,Primitivism and Related Ideas in Antiquity.,H. T. C.; Arthur O. Lovejoy; George Boas,journal-article,The Journal of Philosophy,33,7,192,10.2307/2016444,https://doi.org/10.2307/2016444,,Lovejoy related ideas
Crossref,1940,Reflections on the History of Ideas,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,1,1,3,10.2307/2707007,https://doi.org/10.2307/2707007,,Lovejoy related ideas
Crossref,1936,A Documentary History of Primitivism and Related Ideas. Vol. I. Primitivism and Related Ideas in Antiquity,I. M. Linforth; Arthur O. Lovejoy; Gilbert Chinard; George Boas; Ronald S. Crane; W. F. Albright; P.-E. Dumont,journal-article,The American Journal of Philology,57,2,197,10.2307/290479,https://doi.org/10.2307/290479,,Lovejoy related ideas
Crossref,1948,My Friend Lovejoy,William Pepperell Montague,journal-article,Journal of the History of Ideas,9,4,424,10.2307/2707215,https://doi.org/10.2307/2707215,,Lovejoy related ideas
Crossref,1948,Lovejoy's Essays in the History of Ideas,Theodore Spencer; Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,9,4,439,10.2307/2707217,https://doi.org/10.2307/2707217,,Lovejoy related ideas
Crossref,1941,The Meaning of Romanticism for the Historian of Ideas,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,2,3,257,10.2307/2707131,https://doi.org/10.2307/2707131,,Lovejoy related ideas
Crossref,1937,A Documentary History of Primitivism and Related Ideas.,Clinton W. Keyes; Arthur O. Lovejoy; George Boas; W. F. Albright; P. E. Dumont,journal-article,The Philosophical Review,46,1,93,10.2307/2180659,https://doi.org/10.2307/2180659,,Lovejoy related ideas
Crossref,1944,Reply to Professor Spitzer,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,5,2,204,10.2307/2707385,https://doi.org/10.2307/2707385,,Lovejoy related ideas
Crossref,1946,A Note on Peirce's Evolutionism,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,7,3,351,10.2307/2707405,https://doi.org/10.2307/2707405,,Lovejoy related ideas
Crossref,1942,The Communism of Saint Ambrose,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,3,4,458,10.2307/2707318,https://doi.org/10.2307/2707318,,Lovejoy related ideas
Crossref,1948,A. O. Lovejoy as Teacher,Marjorie Nicolson,journal-article,Journal of the History of Ideas,9,4,428,10.2307/2707216,https://doi.org/10.2307/2707216,,Lovejoy related ideas
Crossref,1949,Historiography and Evaluation: A Disclaimer,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,10,1,141,10.2307/2707206,https://doi.org/10.2307/2707206,,Lovejoy related ideas
Crossref,1946,Goldsmith and the Chain of Being,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,7,1,91,10.2307/2707270,https://doi.org/10.2307/2707270,,Lovejoy related ideas
Crossref,1963,In Memory of A. O. Lovejoy,Ludwig Edelstein,journal-article,Journal of the History of Ideas,24,4,451,10.2307/2707977,https://doi.org/10.2307/2707977,,Lovejoy related ideas
